2024-06-11 14:03:02,265 - INFO - Starting Supertrend calculation
2024-06-11 14:03:02,299 - INFO - 
Calculated basic upper and lower bands:
                 Ticker        Date      Time      Open      High       Low     Close  Volume  Open Interest            DateTime        hl2      tr     atr  basic_upper_band  basic_lower_band
168  NIFTY BANK.NSE_IDX  03/01/2024  11:53:59  47758.95  47783.00  47751.25  47778.25       0              0 2024-03-01 11:53:59  47767.125   31.75  20.795         47829.510         47704.740
169  NIFTY BANK.NSE_IDX  03/01/2024  11:54:59  47784.85  47784.85  47761.95  47762.60       0              0 2024-03-01 11:54:59  47773.400   22.90  21.390         47837.570         47709.230
170  NIFTY BANK.NSE_IDX  03/01/2024  11:55:59  47764.15  47764.25  47752.70  47756.75       0              0 2024-03-01 11:55:59  47758.475   11.55  21.095         47821.760         47695.190
171  NIFTY BANK.NSE_IDX  03/01/2024  11:56:59  47757.15  47762.30  47744.45  47752.60       0              0 2024-03-01 11:56:59  47753.375   17.85  21.255         47817.140         47689.610
172  NIFTY BANK.NSE_IDX  03/01/2024  11:57:59  47751.45  47755.85  47729.10  47729.65       0              0 2024-03-01 11:57:59  47742.475   26.75  20.255         47803.240         47681.710
173  NIFTY BANK.NSE_IDX  03/01/2024  11:58:59  47728.45  47740.25  47722.70  47740.25       0              0 2024-03-01 11:58:59  47731.475   17.55  19.705         47790.590         47672.360
174  NIFTY BANK.NSE_IDX  03/01/2024  11:59:59  47740.40  47754.85  47728.00  47735.90       0              0 2024-03-01 11:59:59  47741.425   26.85  20.325         47802.400         47680.450
175  NIFTY BANK.NSE_IDX  03/01/2024  12:00:59  47736.80  47740.50  47724.00  47740.50       0              0 2024-03-01 12:00:59  47732.250   16.50  20.275         47793.075         47671.425
176  NIFTY BANK.NSE_IDX  03/01/2024  12:01:59  47738.15  47765.10  47738.15  47754.45       0              0 2024-03-01 12:01:59  47751.625   26.95  21.305         47815.540         47687.710
177  NIFTY BANK.NSE_IDX  03/01/2024  12:02:59  47756.85  47756.85  47731.90  47737.50       0              0 2024-03-01 12:02:59  47744.375   24.95  22.360         47811.455         47677.295
178  NIFTY BANK.NSE_IDX  03/01/2024  12:03:59  47737.40  47751.65  47729.80  47743.60       0              0 2024-03-01 12:03:59  47740.725   21.85  21.370         47804.835         47676.615
179  NIFTY BANK.NSE_IDX  03/01/2024  12:04:59  47749.45  47749.75  47723.35  47735.00       0              0 2024-03-01 12:04:59  47736.550   26.40  21.720         47801.710         47671.390
180  NIFTY BANK.NSE_IDX  03/01/2024  12:05:59  47736.05  47742.75  47713.20  47718.35       0              0 2024-03-01 12:05:59  47727.975   29.55  23.520         47798.535         47657.415
181  NIFTY BANK.NSE_IDX  03/01/2024  12:06:59  47717.60  47719.00  47687.90  47700.85       0              0 2024-03-01 12:06:59  47703.450   31.10  24.845         47777.985         47628.915
182  NIFTY BANK.NSE_IDX  03/01/2024  12:07:59  47701.20  47703.00  47679.50  47680.85       0              0 2024-03-01 12:07:59  47691.250   23.50  24.520         47764.810         47617.690
183  NIFTY BANK.NSE_IDX  03/01/2024  12:08:59  47680.15  47698.95  47675.15  47693.30       0              0 2024-03-01 12:08:59  47687.050   23.80  25.145         47762.485         47611.615
184  NIFTY BANK.NSE_IDX  03/01/2024  12:09:59  47702.30  47704.85  47672.25  47680.85       0              0 2024-03-01 12:09:59  47688.550   32.60  25.720         47765.710         47611.390
185  NIFTY BANK.NSE_IDX  03/01/2024  12:10:59  47681.55  47681.55  47665.60  47669.75       0              0 2024-03-01 12:10:59  47673.575   15.95  25.665         47750.570         47596.580
186  NIFTY BANK.NSE_IDX  03/01/2024  12:11:59  47672.80  47677.50  47654.25  47662.60       0              0 2024-03-01 12:11:59  47665.875   23.25  25.295         47741.760         47589.990
187  NIFTY BANK.NSE_IDX  03/01/2024  12:12:59  47670.15  47682.20  47662.20  47679.00       0              0 2024-03-01 12:12:59  47672.200   20.00  24.800         47746.600         47597.800
188  NIFTY BANK.NSE_IDX  03/01/2024  12:13:59  47681.90  47695.50  47675.40  47690.25       0              0 2024-03-01 12:13:59  47685.450   20.10  24.625         47759.325         47611.575
189  NIFTY BANK.NSE_IDX  03/01/2024  12:14:59  47687.40  47688.10  47671.50  47686.75       0              0 2024-03-01 12:14:59  47679.800   18.75  23.860         47751.380         47608.220
190  NIFTY BANK.NSE_IDX  03/01/2024  12:15:59  47689.85  47689.85  47671.70  47677.60       0              0 2024-03-01 12:15:59  47680.775   18.15  22.720         47748.935         47612.615
191  NIFTY BANK.NSE_IDX  03/01/2024  12:16:59  47677.70  47679.40  47660.75  47664.80       0              0 2024-03-01 12:16:59  47670.075   18.65  21.475         47734.500         47605.650
192  NIFTY BANK.NSE_IDX  03/01/2024  12:17:59  47666.95  47686.40  47662.35  47683.50       0              0 2024-03-01 12:17:59  47674.375   24.05  21.530         47738.965         47609.785
193  NIFTY BANK.NSE_IDX  03/01/2024  12:18:59  47685.60  47691.80  47681.35  47689.35       0              0 2024-03-01 12:18:59  47686.575   10.45  20.195         47747.160         47625.990
194  NIFTY BANK.NSE_IDX  03/01/2024  12:19:59  47687.00  47693.50  47680.15  47686.70       0              0 2024-03-01 12:19:59  47686.825   13.35  18.270         47741.635         47632.015
195  NIFTY BANK.NSE_IDX  03/01/2024  12:20:59  47684.95  47688.85  47673.60  47681.35       0              0 2024-03-01 12:20:59  47681.225   15.25  18.200         47735.825         47626.625
196  NIFTY BANK.NSE_IDX  03/01/2024  12:21:59  47682.95  47682.95  47615.05  47617.50       0              0 2024-03-01 12:21:59  47649.000   67.90  22.665         47716.995         47581.005
197  NIFTY BANK.NSE_IDX  03/01/2024  12:22:59  47617.25  47626.35  47605.50  47614.30       0              0 2024-03-01 12:22:59  47615.925   20.85  22.750         47684.175         47547.675
198  NIFTY BANK.NSE_IDX  03/01/2024  12:23:59  47621.35  47626.20  47609.20  47609.20       0              0 2024-03-01 12:23:59  47617.700   17.00  22.440         47685.020         47550.380
199  NIFTY BANK.NSE_IDX  03/01/2024  12:24:59  47615.05  47615.05  47591.50  47597.55       0              0 2024-03-01 12:24:59  47603.275   23.55  22.920         47672.035         47534.515
200  NIFTY BANK.NSE_IDX  03/01/2024  12:25:59  47598.95  47611.40  47584.75  47608.15       0              0 2024-03-01 12:25:59  47598.075   26.65  23.770         47669.385         47526.765
201  NIFTY BANK.NSE_IDX  03/01/2024  12:26:59  47613.95  47616.95  47559.95  47559.95       0              0 2024-03-01 12:26:59  47588.450   57.00  27.605         47671.265         47505.635
202  NIFTY BANK.NSE_IDX  03/01/2024  12:27:59  47564.40  47597.05  47555.45  47592.30       0              0 2024-03-01 12:27:59  47576.250   41.60  29.360         47664.330         47488.170
203  NIFTY BANK.NSE_IDX  03/01/2024  12:28:59  47596.40  47596.40  47576.35  47586.35       0              0 2024-03-01 12:28:59  47586.375   20.05  30.320         47677.335         47495.415
204  NIFTY BANK.NSE_IDX  03/01/2024  12:29:59  47591.45  47604.10  47583.45  47602.65       0              0 2024-03-01 12:29:59  47593.775   20.65  31.050         47686.925         47500.625
205  NIFTY BANK.NSE_IDX  03/01/2024  12:30:59  47603.00  47615.15  47596.20  47611.00       0              0 2024-03-01 12:30:59  47605.675   18.95  31.420         47699.935         47511.415
206  NIFTY BANK.NSE_IDX  03/01/2024  12:31:59  47614.05  47614.20  47594.65  47603.65       0              0 2024-03-01 12:31:59  47604.425   19.55  26.585         47684.180         47524.670
207  NIFTY BANK.NSE_IDX  03/01/2024  12:32:59  47606.05  47609.05  47593.35  47608.25       0              0 2024-03-01 12:32:59  47601.200   15.70  26.070         47679.410         47522.990
208  NIFTY BANK.NSE_IDX  03/01/2024  12:33:59  47608.85  47628.05  47594.00  47626.90       0              0 2024-03-01 12:33:59  47611.025   34.05  27.775         47694.350         47527.700
209  NIFTY BANK.NSE_IDX  03/01/2024  12:34:59  47625.90  47630.25  47606.65  47606.65       0              0 2024-03-01 12:34:59  47618.450   23.60  27.780         47701.790         47535.110
210  NIFTY BANK.NSE_IDX  03/01/2024  12:35:59  47609.90  47614.60  47600.70  47609.10       0              0 2024-03-01 12:35:59  47607.650   13.90  26.505         47687.165         47528.135
211  NIFTY BANK.NSE_IDX  03/01/2024  12:36:59  47607.85  47619.60  47604.20  47615.55       0              0 2024-03-01 12:36:59  47611.900   15.40  22.345         47678.935         47544.865
212  NIFTY BANK.NSE_IDX  03/01/2024  12:37:59  47612.30  47629.95  47611.30  47621.90       0              0 2024-03-01 12:37:59  47620.625   18.65  20.050         47680.775         47560.475
213  NIFTY BANK.NSE_IDX  03/01/2024  12:38:59  47620.50  47628.00  47619.05  47624.65       0              0 2024-03-01 12:38:59  47623.525    8.95  18.940         47680.345         47566.705
214  NIFTY BANK.NSE_IDX  03/01/2024  12:39:59  47625.00  47629.20  47616.50  47623.10       0              0 2024-03-01 12:39:59  47622.850   12.70  18.145         47677.285         47568.415
215  NIFTY BANK.NSE_IDX  03/01/2024  12:40:59  47625.10  47628.15  47618.00  47621.40       0              0 2024-03-01 12:40:59  47623.075   10.15  17.265         47674.870         47571.280
216  NIFTY BANK.NSE_IDX  03/01/2024  12:41:59  47625.15  47633.30  47619.80  47627.75       0              0 2024-03-01 12:41:59  47626.550   13.50  16.660         47676.530         47576.570
217  NIFTY BANK.NSE_IDX  03/01/2024  12:42:59  47632.70  47633.95  47625.20  47631.95       0              0 2024-03-01 12:42:59  47629.575    8.75  15.965         47677.470         47581.680
218  NIFTY BANK.NSE_IDX  03/01/2024  12:43:59  47632.65  47646.40  47629.85  47646.40       0              0 2024-03-01 12:43:59  47638.125   16.55  14.215         47680.770         47595.480
219  NIFTY BANK.NSE_IDX  03/01/2024  12:44:59  47642.85  47647.35  47629.60  47631.80       0              0 2024-03-01 12:44:59  47638.475   17.75  13.630         47679.365         47597.585
220  NIFTY BANK.NSE_IDX  03/01/2024  12:45:59  47632.85  47640.25  47626.20  47636.65       0              0 2024-03-01 12:45:59  47633.225   14.05  13.645         47674.160         47592.290
221  NIFTY BANK.NSE_IDX  03/01/2024  12:46:59  47637.90  47646.25  47634.50  47643.60       0              0 2024-03-01 12:46:59  47640.375   11.75  13.280         47680.215         47600.535
222  NIFTY BANK.NSE_IDX  03/01/2024  12:47:59  47644.25  47644.25  47627.40  47628.05       0              0 2024-03-01 12:47:59  47635.825   16.85  13.100         47675.125         47596.525
223  NIFTY BANK.NSE_IDX  03/01/2024  12:48:59  47631.25  47642.70  47623.35  47638.45       0              0 2024-03-01 12:48:59  47633.025   19.35  14.140         47675.445         47590.605
224  NIFTY BANK.NSE_IDX  03/01/2024  12:49:59  47638.60  47650.25  47635.90  47638.15       0              0 2024-03-01 12:49:59  47643.075   14.35  14.305         47685.990         47600.160
225  NIFTY BANK.NSE_IDX  03/01/2024  12:50:59  47641.70  47651.40  47632.45  47648.50       0              0 2024-03-01 12:50:59  47641.925   18.95  15.185         47687.480         47596.370
226  NIFTY BANK.NSE_IDX  03/01/2024  12:51:59  47645.90  47664.85  47644.45  47657.40       0              0 2024-03-01 12:51:59  47654.650   20.40  15.875         47702.275         47607.025
227  NIFTY BANK.NSE_IDX  03/01/2024  12:52:59  47660.45  47668.20  47655.30  47657.35       0              0 2024-03-01 12:52:59  47661.750   12.90  16.290         47710.620         47612.880
228  NIFTY BANK.NSE_IDX  03/01/2024  12:53:59  47658.00  47677.60  47656.50  47664.20       0              0 2024-03-01 12:53:59  47667.050   21.10  16.745         47717.285         47616.815
229  NIFTY BANK.NSE_IDX  03/01/2024  12:54:59  47669.15  47676.40  47664.70  47671.80       0              0 2024-03-01 12:54:59  47670.550   12.20  16.190         47719.120         47621.980
230  NIFTY BANK.NSE_IDX  03/01/2024  12:55:59  47672.00  47672.80  47663.35  47672.80       0              0 2024-03-01 12:55:59  47668.075    9.45  15.730         47715.265         47620.885
231  NIFTY BANK.NSE_IDX  03/01/2024  12:56:59  47672.40  47683.65  47668.60  47679.65       0              0 2024-03-01 12:56:59  47676.125   15.05  16.060         47724.305         47627.945
232  NIFTY BANK.NSE_IDX  03/01/2024  12:57:59  47681.55  47681.55  47665.50  47667.45       0              0 2024-03-01 12:57:59  47673.525   16.05  15.980         47721.465         47625.585
233  NIFTY BANK.NSE_IDX  03/01/2024  12:58:59  47668.35  47690.45  47665.50  47689.35       0              0 2024-03-01 12:58:59  47677.975   24.95  16.540         47727.595         47628.355
234  NIFTY BANK.NSE_IDX  03/01/2024  12:59:59  47689.75  47698.85  47683.70  47694.60       0              0 2024-03-01 12:59:59  47691.275   15.15  16.620         47741.135         47641.415
235  NIFTY BANK.NSE_IDX  03/01/2024  13:00:59  47696.05  47696.05  47676.55  47690.85       0              0 2024-03-01 13:00:59  47686.300   19.50  16.675         47736.325         47636.275
236  NIFTY BANK.NSE_IDX  03/01/2024  13:01:59  47692.00  47698.25  47680.25  47683.30       0              0 2024-03-01 13:01:59  47689.250   18.00  16.435         47738.555         47639.945
237  NIFTY BANK.NSE_IDX  03/01/2024  13:02:59  47684.90  47685.65  47674.50  47683.85       0              0 2024-03-01 13:02:59  47680.075   11.15  16.260         47728.855         47631.295
238  NIFTY BANK.NSE_IDX  03/01/2024  13:03:59  47684.35  47691.00  47682.20  47691.00       0              0 2024-03-01 13:03:59  47686.600    8.80  15.030         47731.690         47641.510
239  NIFTY BANK.NSE_IDX  03/01/2024  13:04:59  47694.05  47725.25  47692.65  47725.15       0              0 2024-03-01 13:04:59  47708.950   34.25  17.235         47760.655         47657.245
240  NIFTY BANK.NSE_IDX  03/01/2024  13:05:59  47722.75  47729.40  47705.90  47707.70       0              0 2024-03-01 13:05:59  47717.650   23.50  18.640         47773.570         47661.730
241  NIFTY BANK.NSE_IDX  03/01/2024  13:06:59  47707.25  47712.05  47697.35  47701.55       0              0 2024-03-01 13:06:59  47704.700   14.70  18.605         47760.515         47648.885
242  NIFTY BANK.NSE_IDX  03/01/2024  13:07:59  47706.65  47714.05  47701.00  47706.90       0              0 2024-03-01 13:07:59  47707.525   13.05  18.305         47762.440         47652.610
243  NIFTY BANK.NSE_IDX  03/01/2024  13:08:59  47709.00  47712.70  47699.95  47712.70       0              0 2024-03-01 13:08:59  47706.325   12.75  17.085         47757.580         47655.070
244  NIFTY BANK.NSE_IDX  03/01/2024  13:09:59  47712.35  47724.95  47705.30  47716.80       0              0 2024-03-01 13:09:59  47715.125   19.65  17.535         47767.730         47662.520
245  NIFTY BANK.NSE_IDX  03/01/2024  13:10:59  47719.55  47737.10  47719.00  47719.00       0              0 2024-03-01 13:10:59  47728.050   20.30  17.615         47780.895         47675.205
246  NIFTY BANK.NSE_IDX  03/01/2024  13:11:59  47720.55  47720.55  47702.35  47709.40       0              0 2024-03-01 13:11:59  47711.450   18.20  17.635         47764.355         47658.545
247  NIFTY BANK.NSE_IDX  03/01/2024  13:12:59  47711.55  47733.70  47706.45  47733.30       0              0 2024-03-01 13:12:59  47720.075   27.25  19.245         47777.810         47662.340
248  NIFTY BANK.NSE_IDX  03/01/2024  13:13:59  47734.20  47744.35  47724.85  47726.35       0              0 2024-03-01 13:13:59  47734.600   19.50  20.315         47795.545         47673.655
249  NIFTY BANK.NSE_IDX  03/01/2024  13:14:59  47730.20  47739.15  47727.85  47734.65       0              0 2024-03-01 13:14:59  47733.500   12.80  18.170         47788.010         47678.990
250  NIFTY BANK.NSE_IDX  03/01/2024  13:15:59  47735.55  47738.70  47728.05  47734.10       0              0 2024-03-01 13:15:59  47733.375   10.65  16.885         47784.030         47682.720
251  NIFTY BANK.NSE_IDX  03/01/2024  13:16:59  47737.30  47737.30  47722.15  47733.65       0              0 2024-03-01 13:16:59  47729.725   15.15  16.930         47780.515         47678.935
252  NIFTY BANK.NSE_IDX  03/01/2024  13:17:59  47733.00  47735.95  47723.60  47735.95       0              0 2024-03-01 13:17:59  47729.775   12.35  16.860         47780.355         47679.195
253  NIFTY BANK.NSE_IDX  03/01/2024  13:18:59  47735.75  47754.35  47733.40  47747.75       0              0 2024-03-01 13:18:59  47743.875   20.95  17.680         47796.915         47690.835
254  NIFTY BANK.NSE_IDX  03/01/2024  13:19:59  47749.20  47749.40  47714.85  47719.55       0              0 2024-03-01 13:19:59  47732.125   34.55  19.170         47789.635         47674.615
255  NIFTY BANK.NSE_IDX  03/01/2024  13:20:59  47720.65  47733.15  47718.65  47724.55       0              0 2024-03-01 13:20:59  47725.900   14.50  18.590         47781.670         47670.130
256  NIFTY BANK.NSE_IDX  03/01/2024  13:21:59  47722.40  47728.85  47709.65  47712.10       0              0 2024-03-01 13:21:59  47719.250   19.20  18.690         47775.320         47663.180
257  NIFTY BANK.NSE_IDX  03/01/2024  13:22:59  47710.00  47723.85  47706.95  47722.20       0              0 2024-03-01 13:22:59  47715.400   16.90  17.655         47768.365         47662.435
258  NIFTY BANK.NSE_IDX  03/01/2024  13:23:59  47724.60  47724.60  47706.95  47710.65       0              0 2024-03-01 13:23:59  47715.775   17.65  17.470         47768.185         47663.365
259  NIFTY BANK.NSE_IDX  03/01/2024  13:24:59  47711.45  47734.80  47706.35  47732.20       0              0 2024-03-01 13:24:59  47720.575   28.45  19.035         47777.680         47663.470
260  NIFTY BANK.NSE_IDX  03/01/2024  13:25:59  47734.50  47743.60  47729.95  47735.50       0              0 2024-03-01 13:25:59  47736.775   13.65  19.335         47794.780         47678.770
261  NIFTY BANK.NSE_IDX  03/01/2024  13:26:59  47734.25  47741.05  47725.30  47734.85       0              0 2024-03-01 13:26:59  47733.175   15.75  19.395         47791.360         47674.990
262  NIFTY BANK.NSE_IDX  03/01/2024  13:27:59  47735.00  47739.65  47729.60  47735.25       0              0 2024-03-01 13:27:59  47734.625   10.05  19.165         47792.120         47677.130
263  NIFTY BANK.NSE_IDX  03/01/2024  13:28:59  47736.15  47736.15  47724.55  47730.65       0              0 2024-03-01 13:28:59  47730.350   11.60  18.230         47785.040         47675.660
264  NIFTY BANK.NSE_IDX  03/01/2024  13:29:59  47731.40  47741.70  47725.65  47739.55       0              0 2024-03-01 13:29:59  47733.675   16.05  16.380         47782.815         47684.535
265  NIFTY BANK.NSE_IDX  03/01/2024  13:30:59  47738.50  47753.00  47736.15  47743.95       0              0 2024-03-01 13:30:59  47744.575   16.85  16.615         47794.420         47694.730
266  NIFTY BANK.NSE_IDX  03/01/2024  13:31:59  47745.50  47746.15  47725.45  47725.50       0              0 2024-03-01 13:31:59  47735.800   20.70  16.765         47786.095         47685.505
267  NIFTY BANK.NSE_IDX  03/01/2024  13:32:59  47724.90  47734.90  47724.10  47729.45       0              0 2024-03-01 13:32:59  47729.500   10.80  16.155         47777.965         47681.035
268  NIFTY BANK.NSE_IDX  03/01/2024  13:33:59  47731.10  47731.10  47701.75  47721.25       0              0 2024-03-01 13:33:59  47716.425   29.35  17.325         47768.400         47664.450
269  NIFTY BANK.NSE_IDX  03/01/2024  13:34:59  47723.45  47735.90  47715.15  47728.75       0              0 2024-03-01 13:34:59  47725.525   20.75  16.555         47775.190         47675.860
270  NIFTY BANK.NSE_IDX  03/01/2024  13:35:59  47733.00  47736.85  47724.60  47732.50       0              0 2024-03-01 13:35:59  47730.725   12.25  16.415         47779.970         47681.480
271  NIFTY BANK.NSE_IDX  03/01/2024  13:36:59  47734.30  47740.60  47730.15  47738.60       0              0 2024-03-01 13:36:59  47735.375   10.45  15.885         47783.030         47687.720
272  NIFTY BANK.NSE_IDX  03/01/2024  13:37:59  47739.55  47750.65  47731.35  47748.70       0              0 2024-03-01 13:37:59  47741.000   19.30  16.810         47791.430         47690.570
273  NIFTY BANK.NSE_IDX  03/01/2024  13:38:59  47746.75  47756.95  47742.70  47750.80       0              0 2024-03-01 13:38:59  47749.825   14.25  17.075         47801.050         47698.600
274  NIFTY BANK.NSE_IDX  03/01/2024  13:39:59  47757.10  47760.90  47748.65  47749.60       0              0 2024-03-01 13:39:59  47754.775   12.25  16.695         47804.860         47704.690
275  NIFTY BANK.NSE_IDX  03/01/2024  13:40:59  47752.90  47760.20  47743.35  47750.90       0              0 2024-03-01 13:40:59  47751.775   16.85  16.695         47801.860         47701.690
276  NIFTY BANK.NSE_IDX  03/01/2024  13:41:59  47749.75  47758.10  47741.30  47743.00       0              0 2024-03-01 13:41:59  47749.700   16.80  16.305         47798.615         47700.785
277  NIFTY BANK.NSE_IDX  03/01/2024  13:42:59  47746.25  47753.85  47739.05  47742.05       0              0 2024-03-01 13:42:59  47746.450   14.80  16.705         47796.565         47696.335
278  NIFTY BANK.NSE_IDX  03/01/2024  13:43:59  47739.75  47749.00  47738.55  47740.60       0              0 2024-03-01 13:43:59  47743.775   10.45  14.815         47788.220         47699.330
279  NIFTY BANK.NSE_IDX  03/01/2024  13:44:59  47738.80  47738.80  47720.80  47723.30       0              0 2024-03-01 13:44:59  47729.800   19.80  14.720         47773.960         47685.640
280  NIFTY BANK.NSE_IDX  03/01/2024  13:45:59  47726.70  47729.45  47700.95  47710.90       0              0 2024-03-01 13:45:59  47715.200   28.50  16.345         47764.235         47666.165
281  NIFTY BANK.NSE_IDX  03/01/2024  13:46:59  47714.40  47714.40  47694.70  47705.00       0              0 2024-03-01 13:46:59  47704.550   19.70  17.270         47756.360         47652.740
282  NIFTY BANK.NSE_IDX  03/01/2024  13:47:59  47708.60  47732.45  47704.50  47729.70       0              0 2024-03-01 13:47:59  47718.475   27.95  18.135         47772.880         47664.070
283  NIFTY BANK.NSE_IDX  03/01/2024  13:48:59  47729.65  47736.85  47721.20  47733.50       0              0 2024-03-01 13:48:59  47729.025   15.65  18.275         47783.850         47674.200
284  NIFTY BANK.NSE_IDX  03/01/2024  13:49:59  47734.65  47735.10  47720.15  47722.80       0              0 2024-03-01 13:49:59  47727.625   14.95  18.545         47783.260         47671.990
285  NIFTY BANK.NSE_IDX  03/01/2024  13:50:59  47724.50  47728.20  47716.45  47717.65       0              0 2024-03-01 13:50:59  47722.325   11.75  18.035         47776.430         47668.220
286  NIFTY BANK.NSE_IDX  03/01/2024  13:51:59  47715.70  47720.70  47707.70  47709.10       0              0 2024-03-01 13:51:59  47714.200   13.00  17.655         47767.165         47661.235
287  NIFTY BANK.NSE_IDX  03/01/2024  13:52:59  47716.60  47720.30  47704.75  47719.00       0              0 2024-03-01 13:52:59  47712.525   15.55  17.730         47765.715         47659.335
288  NIFTY BANK.NSE_IDX  03/01/2024  13:53:59  47719.65  47720.45  47701.85  47712.15       0              0 2024-03-01 13:53:59  47711.150   18.60  18.545         47766.785         47655.515
289  NIFTY BANK.NSE_IDX  03/01/2024  13:54:59  47714.15  47717.25  47691.00  47702.55       0              0 2024-03-01 13:54:59  47704.125   26.25  19.190         47761.695         47646.555
290  NIFTY BANK.NSE_IDX  03/01/2024  13:55:59  47703.05  47705.00  47683.85  47693.10       0              0 2024-03-01 13:55:59  47694.425   21.15  18.455         47749.790         47639.060
291  NIFTY BANK.NSE_IDX  03/01/2024  13:56:59  47693.65  47723.95  47691.60  47699.30       0              0 2024-03-01 13:56:59  47707.775   32.35  19.720         47766.935         47648.615
292  NIFTY BANK.NSE_IDX  03/01/2024  13:57:59  47696.15  47704.15  47688.55  47692.75       0              0 2024-03-01 13:57:59  47696.350   15.60  18.485         47751.805         47640.895
293  NIFTY BANK.NSE_IDX  03/01/2024  13:58:59  47695.20  47710.15  47690.25  47706.70       0              0 2024-03-01 13:58:59  47700.200   19.90  18.910         47756.930         47643.470
294  NIFTY BANK.NSE_IDX  03/01/2024  13:59:59  47706.65  47710.85  47697.15  47701.65       0              0 2024-03-01 13:59:59  47704.000   13.70  18.785         47760.355         47647.645
295  NIFTY BANK.NSE_IDX  03/01/2024  14:00:59  47699.80  47720.75  47699.80  47710.60       0              0 2024-03-01 14:00:59  47710.275   20.95  19.705         47769.390         47651.160
296  NIFTY BANK.NSE_IDX  03/01/2024  14:01:59  47717.70  47723.75  47703.90  47708.75       0              0 2024-03-01 14:01:59  47713.825   19.85  20.390         47774.995         47652.655
297  NIFTY BANK.NSE_IDX  03/01/2024  14:02:59  47711.25  47720.95  47706.20  47712.50       0              0 2024-03-01 14:02:59  47713.575   14.75  20.310         47774.505         47652.645
298  NIFTY BANK.NSE_IDX  03/01/2024  14:03:59  47712.65  47722.05  47705.15  47710.25       0              0 2024-03-01 14:03:59  47713.600   16.90  20.140         47774.020         47653.180
299  NIFTY BANK.NSE_IDX  03/01/2024  14:04:59  47711.85  47734.10  47704.50  47728.60       0              0 2024-03-01 14:04:59  47719.300   29.60  20.475         47780.725         47657.875
300  NIFTY BANK.NSE_IDX  03/01/2024  14:05:59  47732.75  47739.75  47723.05  47739.75       0              0 2024-03-01 14:05:59  47731.400   16.70  20.030         47791.490         47671.310
301  NIFTY BANK.NSE_IDX  03/01/2024  14:06:59  47742.20  47752.25  47733.80  47745.20       0              0 2024-03-01 14:06:59  47743.025   18.45  18.640         47798.945         47687.105
302  NIFTY BANK.NSE_IDX  03/01/2024  14:07:59  47743.80  47749.30  47733.60  47749.30       0              0 2024-03-01 14:07:59  47741.450   15.70  18.650         47797.400         47685.500
303  NIFTY BANK.NSE_IDX  03/01/2024  14:08:59  47748.90  47760.65  47747.45  47755.30       0              0 2024-03-01 14:08:59  47754.050   13.20  17.980         47807.990         47700.110
304  NIFTY BANK.NSE_IDX  03/01/2024  14:09:59  47760.70  47776.15  47751.15  47766.10       0              0 2024-03-01 14:09:59  47763.650   25.00  19.110         47820.980         47706.320
305  NIFTY BANK.NSE_IDX  03/01/2024  14:10:59  47768.70  47771.10  47748.15  47748.15       0              0 2024-03-01 14:10:59  47759.625   22.95  19.310         47817.555         47701.695
306  NIFTY BANK.NSE_IDX  03/01/2024  14:11:59  47757.30  47758.90  47748.60  47758.45       0              0 2024-03-01 14:11:59  47753.750   10.75  18.400         47808.950         47698.550
307  NIFTY BANK.NSE_IDX  03/01/2024  14:12:59  47760.10  47766.30  47749.25  47763.80       0              0 2024-03-01 14:12:59  47757.775   17.05  18.630         47813.665         47701.885
308  NIFTY BANK.NSE_IDX  03/01/2024  14:13:59  47765.45  47785.35  47754.30  47762.60       0              0 2024-03-01 14:13:59  47769.825   31.05  20.045         47829.960         47709.690
309  NIFTY BANK.NSE_IDX  03/01/2024  14:14:59  47758.10  47761.35  47740.65  47749.75       0              0 2024-03-01 14:14:59  47751.000   21.95  19.280         47808.840         47693.160
310  NIFTY BANK.NSE_IDX  03/01/2024  14:15:59  47748.35  47748.35  47728.90  47731.90       0              0 2024-03-01 14:15:59  47738.625   20.85  19.695         47797.710         47679.540
311  NIFTY BANK.NSE_IDX  03/01/2024  14:16:59  47726.55  47729.25  47718.50  47726.45       0              0 2024-03-01 14:16:59  47723.875   13.40  19.190         47781.445         47666.305
312  NIFTY BANK.NSE_IDX  03/01/2024  14:17:59  47724.65  47742.05  47724.65  47735.80       0              0 2024-03-01 14:17:59  47733.350   17.40  19.360         47791.430         47675.270
313  NIFTY BANK.NSE_IDX  03/01/2024  14:18:59  47735.00  47741.85  47726.45  47731.30       0              0 2024-03-01 14:18:59  47734.150   15.40  19.580         47792.890         47675.410
314  NIFTY BANK.NSE_IDX  03/01/2024  14:19:59  47731.75  47735.05  47711.05  47722.25       0              0 2024-03-01 14:19:59  47723.050   24.00  19.480         47781.490         47664.610
315  NIFTY BANK.NSE_IDX  03/01/2024  14:20:59  47721.05  47737.25  47714.25  47737.10       0              0 2024-03-01 14:20:59  47725.750   23.00  19.485         47784.205         47667.295
316  NIFTY BANK.NSE_IDX  03/01/2024  14:21:59  47731.40  47746.10  47723.80  47739.45       0              0 2024-03-01 14:21:59  47734.950   22.30  20.640         47796.870         47673.030
317  NIFTY BANK.NSE_IDX  03/01/2024  14:22:59  47744.30  47750.25  47741.20  47743.50       0              0 2024-03-01 14:22:59  47745.725   10.80  20.015         47805.770         47685.680
